Categoria;HTO;Precursor_PT;Precursor_EN;WeakSignal;Report;Text
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;equipment not fully isolated (0.55);Relatorio_SS_69_WestEminence_atualizado.pdf;"Foi constatado em 
auditoria realizada pelo operador da concessão em abril de 2013 a falta de equipamentos trava 
quedas na área do moonpool."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;equipment not fully isolated (0.55);Relatorio_SS_69_WestEminence_atualizado.pdf;"Foi constatado 
em auditoria realizada pelo operador da concessão em abril de 2013 a falta de 
equipamentos trava quedas na área do moonpool."
Tecnico;defeito crítico no sistema/equipment breakdown;quebra de equipamento;equipment breakdown;equipment not fully isolated (0.55);Relatorio_SS_69_WestEminence_atualizado.pdf;"Foi constatado 
em auditoria realizada pelo operador da concessão em abril de 2013 a falta de 
equipamentos trava quedas na área do moonpool."
Tecnico;defeito crítico no sistema/critical system defect;defeito crítico no sistema;critical system defect;recurrent minor faults (0.58);Relatorio_SS_69_WestEminence_atualizado.pdf;"6 Causa raiz é a ausência, negligência ou deficiência dos sistemas gerenciais que 
possibilitaram a ocorrência de falhas de equipamentos/sistemas; e/ou erros humanos 
determinantes para a ocorrência do incidente investigado."
Tecnico;falha técnica/critical system defect;defeito crítico no sistema;critical system defect;unexpected system behavior observed (0.57);Relatorio_SS_69_WestEminence_atualizado.pdf;"6 Causa raiz é a ausência, negligência ou deficiência dos sistemas gerenciais que 
possibilitaram a ocorrência de falhas de equipamentos/sistemas; e/ou erros humanos 
determinantes para a ocorrência do incidente investigado."
Tecnico;falha técnica/tecnical fault;falha técnica;tecnical fault;incomplete job safety analysis (0.55);Relatorio_SS_69_WestEminence_atualizado.pdf;"A identificação 
das causas do acidente e identificação dos fatores causais utilizou a metodologia da 
árvore de falhas, associada ao mapa de causas raiz constante no Sistema Integrado de 
Segurança Operacional (SISO), utilizando as orientações contidas no Guidelines for 
Investigating Chemical Process Incidents (AIChE, 2003)."
Tecnico;quebra de equipamento/tecnical fault;falha técnica;tecnical fault;recurrent minor faults (0.52);Relatorio_SS_69_WestEminence_atualizado.pdf;"A identificação 
das causas do acidente e identificação dos fatores causais utilizou a metodologia da 
árvore de falhas, associada ao mapa de causas raiz constante no Sistema Integrado de 
Segurança Operacional (SISO), utilizando as orientações contidas no Guidelines for 
Investigating Chemical Process Incidents (AIChE, 2003)."
Tecnico;falha de alarme/equipment breakdown;quebra de equipamento;equipment breakdown;incomplete job safety analysis (0.53);Relatorio_SS_69_WestEminence_atualizado.pdf;"A GESTÃO DA SEGURANÇA OPERACIONAL RELACIONADA AOS FATOS 
RELACIONADOS AO ACIDENTE .................................................................................................. 12 
2.1."
Tecnico;equipamento mal calibrado/alarm failure;falha de alarme;alarm failure;incomplete job safety analysis (0.53);Relatorio_SS_69_WestEminence_atualizado.pdf;"A GESTÃO DA SEGURANÇA OPERACIONAL RELACIONADA AOS FATOS 
RELACIONADOS AO ACIDENTE .................................................................................................. 12 
2.1."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;incomplete job safety analysis (0.52);Relatorio_SS_69_WestEminence_atualizado.pdf;"A Petrobras elaborou um documento de recomendações, cujas ações 
contemplam uma série de medidas, ligadas a: gestão da tarefa, análise de risco, travamento 
do conjunto do top drive durante a rotação e torqueamento do revestimento, uso de 
elevadores de acionamento remoto, revisão de procedimentos das contratadas com 
adoção de sistemas e equipamentos de segurança adicionais, melhoria nos procedimentos 
relativos à atuação do sondador; uso de rádio hands free, uniformização das reuniões pré-
trabalho e turnos dos diferentes grupos."
Tecnico;ruptura de tubulação/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;safety checks performed superficially (0.50);Relatorio_SS_69_WestEminence_atualizado.pdf;"A Petrobras elaborou um documento de recomendações, cujas ações 
contemplam uma série de medidas, ligadas a: gestão da tarefa, análise de risco, travamento 
do conjunto do top drive durante a rotação e torqueamento do revestimento, uso de 
elevadores de acionamento remoto, revisão de procedimentos das contratadas com 
adoção de sistemas e equipamentos de segurança adicionais, melhoria nos procedimentos 
relativos à atuação do sondador; uso de rádio hands free, uniformização das reuniões pré-
trabalho e turnos dos diferentes grupos."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.56);Relatorio_SS_69_WestEminence_atualizado.pdf;"O acionamento da chave hidráulica com o elevador spider 
fechado fez com que todo o conjunto seção de tubos e top drive girasse, causando o 
enroscamento do cabo do manrider no pipehandle, com posterior rompimento do cabo do 
manrider e queda do plataformista, ocasionando seu óbito."
Tecnico;quebra de equipamento/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.56);Relatorio_SS_69_WestEminence_atualizado.pdf;"O acionamento da chave hidráulica com o elevador spider 
fechado fez com que todo o conjunto seção de tubos e top drive girasse, causando o 
enroscamento do cabo do manrider no pipehandle, com posterior rompimento do cabo do 
manrider e queda do plataformista, ocasionando seu óbito."
Tecnico;falha hidráulica/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.56);Relatorio_SS_69_WestEminence_atualizado.pdf;"O acionamento da chave hidráulica com o elevador spider 
fechado fez com que todo o conjunto seção de tubos e top drive girasse, causando o 
enroscamento do cabo do manrider no pipehandle, com posterior rompimento do cabo do 
manrider e queda do plataformista, ocasionando seu óbito."
Tecnico;quebra de equipamento/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.52);Relatorio_SS_69_WestEminence_atualizado.pdf;"Fator Causal 1 - Acionamento da chave hidráulica com o plataformista fora 
de posição segura ...................................................................................................................................... 6 
3.2."
Tecnico;ruptura de tubulação/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.51);Relatorio_SS_69_WestEminence_atualizado.pdf;"O acionamento da chave hidráulica com o elevador spider 
fechado em adição à proximidade do plataformista ao conjunto do top drive fez com que o cabo 
do manrider fosse colhido pelo pipehandle, rompendo-o e causando a queda do trabalhador."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.51);Relatorio_SS_69_WestEminence_atualizado.pdf;"O acionamento da chave hidráulica com o elevador spider 
fechado em adição à proximidade do plataformista ao conjunto do top drive fez com que o cabo 
do manrider fosse colhido pelo pipehandle, rompendo-o e causando a queda do trabalhador."
Tecnico;falha hidráulica/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.51);Relatorio_SS_69_WestEminence_atualizado.pdf;"O acionamento da chave hidráulica com o elevador spider 
fechado em adição à proximidade do plataformista ao conjunto do top drive fez com que o cabo 
do manrider fosse colhido pelo pipehandle, rompendo-o e causando a queda do trabalhador."
Tecnico;quebra de equipamento/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.50);Relatorio_SS_69_WestEminence_atualizado.pdf;"O incidente ocorreu quando houve o acionamento da chave hidráulica para 
torque na seção de revestimento enquanto um plataformista que realizava trabalho em altura 
ainda se encontrava nas proximidades do top drive."
Tecnico;perda de contenção/equipment breakdown;quebra de equipamento;equipment breakdown;recurring manual reset of safety valve (0.50);Relatorio_SS_69_WestEminence_atualizado.pdf;"O incidente ocorreu quando houve o acionamento da chave hidráulica para 
torque na seção de revestimento enquanto um plataformista que realizava trabalho em altura 
ainda se encontrava nas proximidades do top drive."
Tecnico;descumprimento de procedimento/loss of containment;perda de contenção;loss of containment;safety checks performed superficially (0.53);Relatorio_SS_69_WestEminence_atualizado.pdf;"AVALIAÇÃO DAS MEDIDAS MITIGADORAS ....................................................................... 9 
5."
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;incomplete job safety analysis (0.53);Relatorio-P-34.pdf;"Análise do acidente com a Unidade Estacionária de Produção, 
Estocagem e Transferência, PETROBRAS XXXIV 
- Relatório da Comissão de Investigação ANP / DPC -"
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;incomplete job safety analysis (0.52);Relatorio-P-34.pdf;"Análise do acidente com a Unidade Estacionária de 
Produção, Estocagem e Transferência, PETROBRAS XXXIV 
- Relatório da Comissão de Investigação ANP / DPC - 
Janeiro / 2003"
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;safety checks performed superficially (0.53);Relatorio-P-34.pdf;"8 - Conclusões e Recomendações 
A investigação realizada por esta Comissão acerca do acidente com a P-XXXIV conduziu à 
identificação de não conformidades quanto a procedimentos regulamentares de operação, 
manutenção e de projeto, descritas em detalhes no item 6 deste relatório."
Humano;não seguiu o procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;incomplete job safety analysis (0.51);Relatorio-P-34.pdf;"8 - Conclusões e Recomendações 
A investigação realizada por esta Comissão acerca do acidente com a P-XXXIV conduziu à 
identificação de não conformidades quanto a procedimentos regulamentares de operação, 
manutenção e de projeto, descritas em detalhes no item 6 deste relatório."
Humano;descumprimento de procedimento/did not follow procedure;não seguiu o procedimento;did not follow procedure;procedure not fully followed (0.63);Relatorio-P-34.pdf;"Este procedimento foi executado incorretamente pela 
conjunção dos seguintes fatores:"
Humano;descumprimento de procedimento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;procedure not fully followed (0.63);Relatorio-P-34.pdf;"Este procedimento foi executado incorretamente pela 
conjunção dos seguintes fatores:"
Humano;erro de julgamento/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;recurrent minor faults (0.57);Relatorio-P-34.pdf;"b) o Relatório de Tratamento de Anomalias gerado pela comissão que avaliou aquele 
incidente determinou a adoção de uma série de ações corretivas, algumas delas que 
ainda estavam sendo implementadas por ocasião do acidente ora avaliado;"
Humano;porta deixada aberta/misjudgment;erro de julgamento;misjudgment;recurrent minor faults (0.54);Relatorio-P-34.pdf;"No evento analisado a simples remoção de um cartão de circuito impresso, cujo ""led"" indicava 
estar com problema, resultou na interpretação de solução da falha evidenciando a inadequação 
dessa lógica."
Humano;treinamento deficiente/door left open;porta deixada aberta;door left open;recurring manual reset of safety valve (0.58);Relatorio-P-34.pdf;"De acordo com os depoimentos foram fechadas 5 das 66 válvulas 
indevidamente abertas."
Organizacional;treinamento deficiente/poor training;treinamento deficiente;poor training;fatigue ignored by supervision (0.61);Relatorio-P-34.pdf;"8.1 - Revisão dos Manuais de Procedimentos e Intensificação dos 
Treinamentos 
Apesar das ações, em sua quase totalidade, terem sido tomadas em uma situação de forte 
pressão psicológica, devido ao elevado risco pessoal e em condições extremamente 
desconfortáveis de trabalho, esta Comissão considera necessária a revisão e/ou elaboração de 
procedimentos e o incremento do treinamento dos tripulantes da Unidade nos pontos abaixo 
identificados:  
a) reparo e manutenção do retificador/carregador de baterias do sistema de geração de 
energia de 24 Vcc;  
b) execução da manobra de ""Back feeding"";  
c) exercícios gerais de emergência, incluindo lançamento de balsas salva-vidas 
infláveis e utilização das baleeiras; e  
d) exercícios gerais prevendo a queda seqüenciada de sistemas e equipamentos vitais 
para a Unidade, tais como geração principal de energia, sistemas de automação e 
controle, sistema de estabilidade e lastro, de modo a simular situações críticas de 
emergência a bordo."
Organizacional;treinamento insuficiente/poor training;treinamento deficiente;poor training;supervisory fatigue unaddressed (0.58);Relatorio-P-34.pdf;"8.1 - Revisão dos Manuais de Procedimentos e Intensificação dos 
Treinamentos 
Apesar das ações, em sua quase totalidade, terem sido tomadas em uma situação de forte 
pressão psicológica, devido ao elevado risco pessoal e em condições extremamente 
desconfortáveis de trabalho, esta Comissão considera necessária a revisão e/ou elaboração de 
procedimentos e o incremento do treinamento dos tripulantes da Unidade nos pontos abaixo 
identificados:  
a) reparo e manutenção do retificador/carregador de baterias do sistema de geração de 
energia de 24 Vcc;  
b) execução da manobra de ""Back feeding"";  
c) exercícios gerais de emergência, incluindo lançamento de balsas salva-vidas 
infláveis e utilização das baleeiras; e  
d) exercícios gerais prevendo a queda seqüenciada de sistemas e equipamentos vitais 
para a Unidade, tais como geração principal de energia, sistemas de automação e 
controle, sistema de estabilidade e lastro, de modo a simular situações críticas de 
emergência a bordo."
Organizacional;revisão técnica ausente/insufficient training;treinamento insuficiente;insufficient training;fatigue ignored by supervision (0.57);Relatorio-P-34.pdf;"os procedimentos escritos para execução desta tarefa, afixados no painel de cargas 
essenciais, são insuficientes; e  
o treinamento dos técnicos envolvidos não havia sido suficientemente abrangente."
Organizacional;revisão técnica ausente/technical review missing;revisão técnica ausente;technical review missing;safety checks performed superficially (0.53);Relatorio-P-34.pdf;"8 - Conclusões e Recomendações 
A investigação realizada por esta Comissão acerca do acidente com a P-XXXIV conduziu à 
identificação de não conformidades quanto a procedimentos regulamentares de operação, 
manutenção e de projeto, descritas em detalhes no item 6 deste relatório."
Organizacional;manutenção preventiva/technical review missing;revisão técnica ausente;technical review missing;incomplete job safety analysis (0.51);Relatorio-P-34.pdf;"8 - Conclusões e Recomendações 
A investigação realizada por esta Comissão acerca do acidente com a P-XXXIV conduziu à 
identificação de não conformidades quanto a procedimentos regulamentares de operação, 
manutenção e de projeto, descritas em detalhes no item 6 deste relatório."
Organizacional;procedimento desatualizado/preventive maintenance issue;manutenção preventiva;preventive maintenance issue;recurring manual reset of safety valve (0.54);Relatorio-P-34.pdf;"6
• 
Cópia do registro de controle das rotinas de manutenção planejadas e de manutenções 
corretivas efetuadas desde 01/05/2002, referentes ao sistema de automação e 
controle, geração de energia e das válvulas e redes de carga;  
• 
Cópia do contido no registrador de eventos desde 9:00 h do dia 13/10/2002, antes do 
início do acidente, até o momento que deixaram de ser efetuados;  
• 
Cópia do contido no registrador de eventos desde 12:44 h até 14:36 h do dia 
29/11/2002, relativos à simulação efetuada a bordo;  
• 
Contrato de Manutenção Preventiva e Corretiva de Elétrica, Mecânica e 
Instrumentação;  
• 
Contrato de Manutenção Preventiva, Corretiva e Reparo de Componentes dos Motores 
Wartsila Nohab; e  
• 
Lista de Tarefas de Manutenção para o Carregador de Baterias CBA-1000/C 24 Vcc."
Organizacional;falha na análise de risco/outdated procedure;procedimento desatualizado;outdated procedure;procedure not fully followed (0.63);Relatorio-P-34.pdf;"Este procedimento foi executado incorretamente pela 
conjunção dos seguintes fatores:"
Organizacional;falha na análise de risco/failure in risk assessment;falha na análise de risco;failure in risk assessment;unexpected system behavior observed (0.58);Relatorio-P-34.pdf;"É importante ressaltar que uma eventual falha nesses 
reguladores pode causar uma oscilação tensão como a que iniciou a cadeia de eventos 
ora em análise;"
Organizacional;revisão técnica ausente/failure in risk assessment;falha na análise de risco;failure in risk assessment;recurrent minor faults (0.50);Relatorio-P-34.pdf;"É importante ressaltar que uma eventual falha nesses 
reguladores pode causar uma oscilação tensão como a que iniciou a cadeia de eventos 
ora em análise;"
Organizacional;gestão de mudanças ineficaz/technical review missing;revisão técnica ausente;technical review missing;recurring manual reset of safety valve (0.53);Relatorio-P-34.pdf;"3
6.10 - Tentativa de restabelecer a geração principal 
6.11 - Tentativa de executar o “Back Feeding” 
6.12 - Fechamento manual das válvulas 
6.13 - Adernamento da P-XXXIV 
6.14 - Abandono da P-XXXIV 
7 - Simulação dos eventos 
7.1 - Considerações iniciais 
7.2 - Procedimento 
7.3 - Conclusão da simulação 
8 - Conclusões e recomendações 
8.1 - Revisão dos manuais de procedimento e intensificação dos treinamentos 
8.2 - Auditoria do sistema elétrico 
8.3 - Controlador Lógico Programável (CLP) 
8.4 - Revisão das UPS 
8.5 - Lógica dos retificadores / carregadores de baterias 
8.6 - Identificação de equipamentos 
8.7 - Sistema de ar comprimido 
8.8 - Mangote de “Offloading” 
8.9 - Adernamento da P-XXXIV 
8.10 - Avaliação estrutural 
9 
- Cronologia dos eventos com relação causal com o acidente"
Organizacional;quebra de equipamento/ineffective management of change;gestão de mudanças ineficaz;ineffective management of change;unexpected system behavior observed (0.53);Relatorio-P-34.pdf;"Apesar de pequenas oscilações de tensão serem usuais em unidades marítimas, a ocorrência 
de dois eventos sucessivos, em curto espaço de tempo, com amplitude tal que acarretaram em 
falhas graves nos sistemas alimentados, indicam uma possível disfunção nos moto-geradores 
principais, nos sistemas de controle da geração de energia e/ou até na compatibilidade entre 
os equipamentos utilizados."
Tecnico;quebra de equipamento/equipment breakdown;quebra de equipamento;equipment breakdown;unexpected noise from equipment (0.60);Relatorio-P-34.pdf;"De acordo com depoimentos de tripulantes da P-XXXIV, as UPS vinham apresentando 
problemas com frequência além do normal, tendo sido alvo de reparos pelo fabricante do 
equipamento inclusive na véspera do acidente."
Tecnico;quebra de equipamento/equipment breakdown;quebra de equipamento;equipment breakdown;abnormal equipment noise undocumented (0.52);Relatorio-P-34.pdf;"De acordo com depoimentos de tripulantes da P-XXXIV, as UPS vinham apresentando 
problemas com frequência além do normal, tendo sido alvo de reparos pelo fabricante do 
equipamento inclusive na véspera do acidente."
Tecnico;quebra de equipamento/equipment breakdown;quebra de equipamento;equipment breakdown;unexpected noise from equipment (0.57);Relatorio-P-34.pdf;"De acordo com depoimentos de tripulantes da P-XXXIV, as UPS vinham apresentando 
problemas com freqüência além do normal, tendo sido alvo de reparos pelo fabricante do 
equipamento em agosto de 2002, bem como na véspera do acidente."
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;abnormal equipment noise undocumented (0.51);Relatorio-P-34.pdf;"De acordo com depoimentos de tripulantes da P-XXXIV, as UPS vinham apresentando 
problemas com freqüência além do normal, tendo sido alvo de reparos pelo fabricante do 
equipamento em agosto de 2002, bem como na véspera do acidente."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;unexpected noise from equipment (0.57);Relatorio-P-34.pdf;"De acordo com depoimentos de tripulantes da P-XXXIV, as UPS vinham apresentando 
problemas com freqüência além do normal, tendo sido alvo de reparos pelo fabricante do 
equipamento em agosto de 2002, bem como na véspera do acidente."
Tecnico;falha de alarme/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;abnormal equipment noise undocumented (0.51);Relatorio-P-34.pdf;"De acordo com depoimentos de tripulantes da P-XXXIV, as UPS vinham apresentando 
problemas com freqüência além do normal, tendo sido alvo de reparos pelo fabricante do 
equipamento em agosto de 2002, bem como na véspera do acidente."
Tecnico;falha de alarme/alarm failure;falha de alarme;alarm failure;multiple alarms triggered (0.64);Relatorio-P-34.pdf;"Quando se retirou o cartão do 
alarme no painel (figura 7.1), ocorreram os seguintes eventos:"
Tecnico;equipamento mal calibrado/alarm failure;falha de alarme;alarm failure;multiple alarms triggered (0.56);Relatorio-P-34.pdf;"Dois minutos mais tarde, às 14:50 h, foi constatado um alarme de falha do conjunto UPS ""A"", 
destinado ao fornecimento ininterrupto de energia elétrica para as estações de controle do 
sistema ECOS, responsável pelo monitoramento e controle de todas as atividades operacionais 
da Unidade, inclusive a abertura e o fechamento das válvulas dos tanques de carga e de lastro."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;fatigue ignored by supervision (0.58);Relatorio-P-34.pdf;"• 
insuficiência nos procedimentos escritos existentes na Unidade;  
• 
problemas na identificação de componentes do sistema;  
• 
falta de adequado treinamento dos técnicos envolvidos na faina;  
• 
pouca familiaridade com o equipamento do operador que tentou efetuar a sua 
manutenção corretiva;  
• 
falha na lógica do sistema de controle do retificador/carregador de baterias, que 
“interpretou” que o equipamento estava em condição normal de operação quando 
houve a retirada do cartão de alarme de falha do equipamento."
Tecnico;falha de sensor/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;degraded sensor performance (0.51);Relatorio-P-34.pdf;"A inexistência de identificação visível dos 
disjuntores existentes no painel do retificador/carregador de baterias possibilitou a não 
conformidade com os padrões normais de operação e manutenção, quando da intervenção no 
referido equipamento, em virtude de suscitar dúvida na identificação de qual era o disjuntor de 
24 Vcc e de 480 Vca."
Tecnico;equipamento mal calibrado/sensor failure;falha de sensor;sensor failure;degraded sensor performance (0.51);Relatorio-P-34.pdf;"A inexistência de identificação visível dos 
disjuntores existentes no painel do retificador/carregador de baterias possibilitou a não 
conformidade com os padrões normais de operação e manutenção, quando da intervenção no 
referido equipamento, em virtude de suscitar dúvida na identificação de qual era o disjuntor de 
24 Vcc e de 480 Vca."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;equipment not fully isolated (0.54);Relatorio-P-34.pdf;"Os equipamentos elétricos críticos não possuíam identificação adequada que permitisse a 
correlação com o barramento a ser acoplado (“A” ou “B”)."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;degraded sensor performance (0.51);Relatorio-P-34.pdf;"Os equipamentos elétricos críticos não possuíam identificação adequada que permitisse a 
correlação com o barramento a ser acoplado (“A” ou “B”)."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;equipment not fully isolated (0.60);Relatorio-P-34.pdf;"8.6 - Identificação de Equipamentos 
Pelo menos duas falhas que contribuíram para o adernamento da P-XXXIV possuem como 
causa principal a ausência de adequada identificação de equipamento."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;degraded sensor performance (0.50);Relatorio-P-34.pdf;"8.6 - Identificação de Equipamentos 
Pelo menos duas falhas que contribuíram para o adernamento da P-XXXIV possuem como 
causa principal a ausência de adequada identificação de equipamento."
Tecnico;quebra de equipamento/equipment breakdown;quebra de equipamento;equipment breakdown;equipment not fully isolated (0.60);Relatorio-P-34.pdf;"8.6 - Identificação de Equipamentos 
Pelo menos duas falhas que contribuíram para o adernamento da P-XXXIV possuem como 
causa principal a ausência de adequada identificação de equipamento."
Tecnico;falha de alarme/equipment breakdown;quebra de equipamento;equipment breakdown;degraded sensor performance (0.50);Relatorio-P-34.pdf;"8.6 - Identificação de Equipamentos 
Pelo menos duas falhas que contribuíram para o adernamento da P-XXXIV possuem como 
causa principal a ausência de adequada identificação de equipamento."
Tecnico;falha de alarme/alarm failure;falha de alarme;alarm failure;multiple alarms triggered (0.54);Relatorio-P-34.pdf;"Tendo em vista o elevado grau de adernamento da Unidade e os riscos advindos desta 
condição, às 15:38 h o GEPLAT acionou o alarme de emergência da P-XXXIV e o Plano de 
Emergência da Bacia de Campos."
Tecnico;equipamento mal calibrado/alarm failure;falha de alarme;alarm failure;recurrent alarm acknowledged without investigation (0.52);Relatorio-P-34.pdf;"Tendo em vista o elevado grau de adernamento da Unidade e os riscos advindos desta 
condição, às 15:38 h o GEPLAT acionou o alarme de emergência da P-XXXIV e o Plano de 
Emergência da Bacia de Campos."
Tecnico;pane elétrica/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;emergency equipment blocked (0.56);Relatorio-P-34.pdf;"Os painéis de controle dos geradores de emergência são alimentados por um painel de 
serviços gerais de 24 Vcc da Unidade."
Tecnico;quebra de equipamento/electrical fault;pane elétrica;electrical fault;emergency equipment blocked (0.56);Relatorio-P-34.pdf;"Os painéis de controle dos geradores de emergência são alimentados por um painel de 
serviços gerais de 24 Vcc da Unidade."
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;equipment not fully isolated (0.58);Relatorio-P-34.pdf;"31
a) identificação de todas as tomadas e equipamentos que devem ser acoplados a 
barramentos específicos da Unidade; e  
b) identificar por intermédio de placas de material resistente, marcadas de forma 
indelével e com dimensões apropriadas, todos os disjuntores existentes a bordo."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;equipment not fully isolated (0.58);Relatorio-P-34.pdf;"31
a) identificação de todas as tomadas e equipamentos que devem ser acoplados a 
barramentos específicos da Unidade; e  
b) identificar por intermédio de placas de material resistente, marcadas de forma 
indelével e com dimensões apropriadas, todos os disjuntores existentes a bordo."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;equipment not fully isolated (0.52);Relatorio-P-34.pdf;"A segunda falha que possui relação com a identificação inadequada de equipamentos foi a 
intervenção no retificador/carregador de baterias ""B""."
Tecnico;falha de sensor/equipment breakdown;quebra de equipamento;equipment breakdown;equipment not fully isolated (0.52);Relatorio-P-34.pdf;"A segunda falha que possui relação com a identificação inadequada de equipamentos foi a 
intervenção no retificador/carregador de baterias ""B""."
Tecnico;pane elétrica/sensor failure;falha de sensor;sensor failure;equipment not fully isolated (0.52);Relatorio-P-34.pdf;"A segunda falha que possui relação com a identificação inadequada de equipamentos foi a 
intervenção no retificador/carregador de baterias ""B""."
Tecnico;quebra de equipamento/electrical fault;pane elétrica;electrical fault;equipment not fully isolated (0.52);Relatorio-P-34.pdf;"A segunda falha que possui relação com a identificação inadequada de equipamentos foi a 
intervenção no retificador/carregador de baterias ""B""."
Tecnico;quebra de equipamento/equipment breakdown;quebra de equipamento;equipment breakdown;incomplete job safety analysis (0.53);Relatorio-P-34.pdf;"Análise do acidente com a Unidade Estacionária de Produção, 
Estocagem e Transferência, PETROBRAS XXXIV 
- Relatório da Comissão de Investigação ANP / DPC -"
Tecnico;pane elétrica/equipment breakdown;quebra de equipamento;equipment breakdown;incomplete job safety analysis (0.52);Relatorio-P-34.pdf;"Análise do acidente com a Unidade Estacionária de 
Produção, Estocagem e Transferência, PETROBRAS XXXIV 
- Relatório da Comissão de Investigação ANP / DPC - 
Janeiro / 2003"
Tecnico;falha de alarme/electrical fault;pane elétrica;electrical fault;multiple alarms triggered (0.52);Relatorio-P-34.pdf;"Identificado o alarme do retificador/carregador de baterias ""B"", os técnicos da Unidade 
iniciaram a intervenção no equipamento."
Tecnico;falha técnica/alarm failure;falha de alarme;alarm failure;multiple alarms triggered (0.52);Relatorio-P-34.pdf;"Identificado o alarme do retificador/carregador de baterias ""B"", os técnicos da Unidade 
iniciaram a intervenção no equipamento."
Tecnico;defeito crítico no sistema/tecnical fault;falha técnica;tecnical fault;recurrent minor faults (0.54);Relatorio-P-34.pdf;"No evento analisado a simples remoção de um cartão de circuito impresso, cujo ""led"" indicava 
estar com problema, resultou na interpretação de solução da falha evidenciando a inadequação 
dessa lógica."
Tecnico;equipamento mal calibrado/critical system defect;defeito crítico no sistema;critical system defect;recurrent minor faults (0.54);Relatorio-P-34.pdf;"No evento analisado a simples remoção de um cartão de circuito impresso, cujo ""led"" indicava 
estar com problema, resultou na interpretação de solução da falha evidenciando a inadequação 
dessa lógica."
Tecnico;defeito crítico no sistema/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;recurrent minor faults (0.54);Relatorio-P-34.pdf;"No evento analisado a simples remoção de um cartão de circuito impresso, cujo ""led"" indicava 
estar com problema, resultou na interpretação de solução da falha evidenciando a inadequação 
dessa lógica."
Tecnico;defeito crítico no sistema/critical system defect;defeito crítico no sistema;critical system defect;recurrent minor faults (0.54);Relatorio-P-34.pdf;"Em condições normais de operação as variações de tensão na rede de geração principal não 
podem causar falhas ou avarias nos equipamentos de bordo, especialmente naqueles que 
constituem sistemas essenciais para a operação da Unidade."
Tecnico;equipamento mal calibrado/critical system defect;defeito crítico no sistema;critical system defect;unexpected system behavior observed (0.53);Relatorio-P-34.pdf;"Em condições normais de operação as variações de tensão na rede de geração principal não 
podem causar falhas ou avarias nos equipamentos de bordo, especialmente naqueles que 
constituem sistemas essenciais para a operação da Unidade."
Tecnico;equipamento mal calibrado/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;recurrent minor faults (0.54);Relatorio-P-34.pdf;"Em condições normais de operação as variações de tensão na rede de geração principal não 
podem causar falhas ou avarias nos equipamentos de bordo, especialmente naqueles que 
constituem sistemas essenciais para a operação da Unidade."
